ID,location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
10363,Uruguay,23/03/2021,45-54,16.63,0
10364,Uruguay,23/03/2021,55-64,37.5,0
10365,Uruguay,23/03/2021,65-74,17.5,0
10366,Uruguay,23/03/2021,75+,9.49,0
10367,Uruguay,24/03/2021,Dec-17,0,0
10368,Uruguay,24/03/2021,18-24,3.34,0
10369,Uruguay,24/03/2021,25-34,8.37,0
10370,Uruguay,24/03/2021,35-44,10.72,0
10371,Uruguay,24/03/2021,45-54,18.11,0
10372,Uruguay,24/03/2021,55-64,39.77,0
10373,Uruguay,24/03/2021,65-74,19.96,0
10374,Uruguay,24/03/2021,75+,12.48,0
10375,Uruguay,25/03/2021,Dec-17,0,0
10376,Uruguay,25/03/2021,18-24,3.8,0
10377,Uruguay,25/03/2021,25-34,8.92,0
10378,Uruguay,25/03/2021,35-44,11.36,0
10379,Uruguay,25/03/2021,45-54,20.06,0
10380,Uruguay,25/03/2021,55-64,42.71,0
10381,Uruguay,25/03/2021,65-74,23.27,0
10382,Uruguay,25/03/2021,75+,15.25,0
10383,Uruguay,26/03/2021,Dec-17,0,0
10384,Uruguay,26/03/2021,18-24,4.24,0
10385,Uruguay,26/03/2021,25-34,9.46,0
10386,Uruguay,26/03/2021,35-44,12.01,0
10387,Uruguay,26/03/2021,45-54,21.92,0
10388,Uruguay,26/03/2021,55-64,45.48,0
10389,Uruguay,26/03/2021,65-74,26.29,0
10390,Uruguay,26/03/2021,75+,17.84,0
10391,Uruguay,27/03/2021,Dec-17,0,0
10392,Uruguay,27/03/2021,18-24,4.34,0
10393,Uruguay,27/03/2021,25-34,9.58,0
10394,Uruguay,27/03/2021,35-44,12.16,0
10395,Uruguay,27/03/2021,45-54,22.52,0
10396,Uruguay,27/03/2021,55-64,46.41,0
10397,Uruguay,27/03/2021,65-74,27.33,0
10398,Uruguay,27/03/2021,75+,18.85,0
10399,Uruguay,28/03/2021,Dec-17,0,0
10400,Uruguay,28/03/2021,18-24,4.34,0
10401,Uruguay,28/03/2021,25-34,9.58,0
10402,Uruguay,28/03/2021,35-44,12.16,0
10403,Uruguay,28/03/2021,45-54,22.52,0
10404,Uruguay,28/03/2021,55-64,46.41,0
10405,Uruguay,28/03/2021,65-74,27.33,0
10406,Uruguay,28/03/2021,75+,18.85,0
10407,Uruguay,29/03/2021,Dec-17,0,0
10408,Uruguay,29/03/2021,18-24,5.66,0.27
10409,Uruguay,29/03/2021,25-34,11.09,0.8
10410,Uruguay,29/03/2021,35-44,13.86,1.2
10411,Uruguay,29/03/2021,45-54,23.8,1.08
10412,Uruguay,29/03/2021,55-64,47.09,0.43
10413,Uruguay,29/03/2021,65-74,28.02,0
10414,Uruguay,29/03/2021,75+,21.42,0.01
10415,Uruguay,30/03/2021,Dec-17,0,0
10416,Uruguay,30/03/2021,18-24,7.06,0.56
10417,Uruguay,30/03/2021,25-34,12.67,1.51
10418,Uruguay,30/03/2021,35-44,15.67,2.15
10419,Uruguay,30/03/2021,45-54,25.14,1.88
10420,Uruguay,30/03/2021,55-64,47.75,0.75
10421,Uruguay,30/03/2021,65-74,28.66,0
10422,Uruguay,30/03/2021,75+,23.95,0.02
10423,Uruguay,31/03/2021,Dec-17,0,0
10424,Uruguay,31/03/2021,18-24,8.41,1
10425,Uruguay,31/03/2021,25-34,14.22,2.51
10426,Uruguay,31/03/2021,35-44,17.45,3.56
10427,Uruguay,31/03/2021,45-54,26.5,3.04
10428,Uruguay,31/03/2021,55-64,48.39,1.2
10429,Uruguay,31/03/2021,65-74,29.36,0
10430,Uruguay,31/03/2021,75+,26.37,0.03
10431,Uruguay,1/04/2021,Dec-17,0,0
10432,Uruguay,1/04/2021,18-24,9.85,1.19
10433,Uruguay,1/04/2021,25-34,15.83,2.98
10434,Uruguay,1/04/2021,35-44,19.3,4.13
10435,Uruguay,1/04/2021,45-54,27.96,3.51
10436,Uruguay,1/04/2021,55-64,49.06,1.36
10437,Uruguay,1/04/2021,65-74,30.25,0
10438,Uruguay,1/04/2021,75+,28.69,0.04
10439,Uruguay,2/04/2021,Dec-17,0,0
10440,Uruguay,2/04/2021,18-24,11.31,1.36
10441,Uruguay,2/04/2021,25-34,17.44,3.47
10442,Uruguay,2/04/2021,35-44,21.14,4.69
10443,Uruguay,2/04/2021,45-54,29.42,3.99
10444,Uruguay,2/04/2021,55-64,49.82,1.55
10445,Uruguay,2/04/2021,65-74,31.48,0
10446,Uruguay,2/04/2021,75+,30.93,0.05
10447,Uruguay,3/04/2021,Dec-17,0,0
10448,Uruguay,3/04/2021,18-24,11.74,1.36
10449,Uruguay,3/04/2021,25-34,17.93,3.48
10450,Uruguay,3/04/2021,35-44,21.69,4.69
10451,Uruguay,3/04/2021,45-54,29.86,3.99
10452,Uruguay,3/04/2021,55-64,50.09,1.56
10453,Uruguay,3/04/2021,65-74,31.76,0
10454,Uruguay,3/04/2021,75+,31.71,0.06
10455,Uruguay,4/04/2021,Dec-17,0,0
10456,Uruguay,4/04/2021,18-24,11.74,1.36
10457,Uruguay,4/04/2021,25-34,17.93,3.48
10458,Uruguay,4/04/2021,35-44,21.69,4.69
10459,Uruguay,4/04/2021,45-54,29.86,3.99
10460,Uruguay,4/04/2021,55-64,50.09,1.56
10461,Uruguay,4/04/2021,65-74,31.76,0
10462,Uruguay,4/04/2021,75+,31.71,0.06
10463,Uruguay,5/04/2021,Dec-17,0,0
10464,Uruguay,5/04/2021,18-24,11.77,1.4
10465,Uruguay,5/04/2021,25-34,17.97,3.61
10466,Uruguay,5/04/2021,35-44,21.73,4.89
10467,Uruguay,5/04/2021,45-54,30.47,4.16
10468,Uruguay,5/04/2021,55-64,51.16,8.05
10469,Uruguay,5/04/2021,65-74,32.9,0.01
10470,Uruguay,5/04/2021,75+,31.79,0.06
10471,Uruguay,6/04/2021,Dec-17,0,0
10472,Uruguay,6/04/2021,18-24,11.79,1.5
10473,Uruguay,6/04/2021,25-34,18.01,3.82
10474,Uruguay,6/04/2021,35-44,21.79,5.15
10475,Uruguay,6/04/2021,45-54,31.84,4.4
10476,Uruguay,6/04/2021,55-64,53.49,12.57
10477,Uruguay,6/04/2021,65-74,35.47,0.02
10478,Uruguay,6/04/2021,75+,31.83,0.06
10479,Uruguay,7/04/2021,Dec-17,0,0
10480,Uruguay,7/04/2021,18-24,11.81,1.65
10481,Uruguay,7/04/2021,25-34,18.04,4.17
10482,Uruguay,7/04/2021,35-44,21.82,5.52
10483,Uruguay,7/04/2021,45-54,33.2,4.76
10484,Uruguay,7/04/2021,55-64,55.92,17.39
10485,Uruguay,7/04/2021,65-74,37.61,0.02
10486,Uruguay,7/04/2021,75+,31.84,0.06
10487,Uruguay,8/04/2021,Dec-17,0,0
10488,Uruguay,8/04/2021,18-24,11.92,1.85
10489,Uruguay,8/04/2021,25-34,18.19,4.56
10490,Uruguay,8/04/2021,35-44,22.29,6.04
10491,Uruguay,8/04/2021,45-54,34.97,5.51
10492,Uruguay,8/04/2021,55-64,58.44,20.69
10493,Uruguay,8/04/2021,65-74,39.92,0.06
10494,Uruguay,8/04/2021,75+,31.85,0.06
10495,Uruguay,9/04/2021,Dec-17,0,0
10496,Uruguay,9/04/2021,18-24,12.13,2.03
10497,Uruguay,9/04/2021,25-34,18.46,5.87
10498,Uruguay,9/04/2021,35-44,22.67,7.91
10499,Uruguay,9/04/2021,45-54,35.42,7.1
10500,Uruguay,9/04/2021,55-64,59.1,21.69
10501,Uruguay,9/04/2021,65-74,40.87,0.27
10502,Uruguay,9/04/2021,75+,32.14,0.09
10503,Uruguay,10/04/2021,Dec-17,0,0
10504,Uruguay,10/04/2021,18-24,12.17,2.08
10505,Uruguay,10/04/2021,25-34,18.52,6.26
10506,Uruguay,10/04/2021,35-44,22.84,8.51
10507,Uruguay,10/04/2021,45-54,35.7,7.63
10508,Uruguay,10/04/2021,55-64,59.36,22.06
10509,Uruguay,10/04/2021,65-74,43.45,0.38
10510,Uruguay,10/04/2021,75+,35.05,0.11
10511,Uruguay,11/04/2021,Dec-17,0,0
10512,Uruguay,11/04/2021,18-24,12.17,2.08
10513,Uruguay,11/04/2021,25-34,18.52,6.26
10514,Uruguay,11/04/2021,35-44,22.87,8.51
10515,Uruguay,11/04/2021,45-54,35.74,7.63
10516,Uruguay,11/04/2021,55-64,59.36,22.06
10517,Uruguay,11/04/2021,65-74,43.46,0.38
10518,Uruguay,11/04/2021,75+,35.05,0.11
10519,Uruguay,12/04/2021,Dec-17,0,0
10520,Uruguay,12/04/2021,18-24,12.3,2.09
10521,Uruguay,12/04/2021,25-34,18.83,6.3
10522,Uruguay,12/04/2021,35-44,23.55,8.57
10523,Uruguay,12/04/2021,45-54,36.99,8.06
10524,Uruguay,12/04/2021,55-64,62.72,22.8
10525,Uruguay,12/04/2021,65-74,48.13,1.12
10526,Uruguay,12/04/2021,75+,38.68,0.12
10527,Uruguay,13/04/2021,Dec-17,0,0
10528,Uruguay,13/04/2021,18-24,12.63,2.11
10529,Uruguay,13/04/2021,25-34,19.37,6.37
10530,Uruguay,13/04/2021,35-44,24.63,8.66
10531,Uruguay,13/04/2021,45-54,38.78,8.58
10532,Uruguay,13/04/2021,55-64,65.78,23.67
10533,Uruguay,13/04/2021,65-74,51.73,2.05
10534,Uruguay,13/04/2021,75+,42.13,0.48
10535,Uruguay,14/04/2021,Dec-17,0,0
10536,Uruguay,14/04/2021,18-24,13.06,2.18
10537,Uruguay,14/04/2021,25-34,20.03,6.48
10538,Uruguay,14/04/2021,35-44,26.03,8.74
10539,Uruguay,14/04/2021,45-54,41.02,9.08
10540,Uruguay,14/04/2021,55-64,68.42,24.56
10541,Uruguay,14/04/2021,65-74,54.95,2.99
10542,Uruguay,14/04/2021,75+,45.07,0.68
10543,Uruguay,15/04/2021,Dec-17,0,0
10544,Uruguay,15/04/2021,18-24,13.39,2.25
10545,Uruguay,15/04/2021,25-34,20.59,6.57
10546,Uruguay,15/04/2021,35-44,27.16,8.8
10547,Uruguay,15/04/2021,45-54,42.22,10.91
10548,Uruguay,15/04/2021,55-64,69.39,27.85
10549,Uruguay,15/04/2021,65-74,56.97,6.88
10550,Uruguay,15/04/2021,75+,47.83,0.71
10551,Uruguay,16/04/2021,Dec-17,0,0
10552,Uruguay,16/04/2021,18-24,13.83,2.35
10553,Uruguay,16/04/2021,25-34,21.19,6.76
10554,Uruguay,16/04/2021,35-44,28.25,8.91
10555,Uruguay,16/04/2021,45-54,43.42,12.71
10556,Uruguay,16/04/2021,55-64,70.19,31.09
10557,Uruguay,16/04/2021,65-74,58.75,10.72
10558,Uruguay,16/04/2021,75+,50.45,0.72
10559,Uruguay,17/04/2021,Dec-17,0,0
10560,Uruguay,17/04/2021,18-24,13.98,2.36
10561,Uruguay,17/04/2021,25-34,21.31,6.76
10562,Uruguay,17/04/2021,35-44,28.41,8.92
10563,Uruguay,17/04/2021,45-54,43.58,13.26
10564,Uruguay,17/04/2021,55-64,70.54,32.06
10565,Uruguay,17/04/2021,65-74,61.87,11.87
10566,Uruguay,17/04/2021,75+,55.69,0.75
10567,Uruguay,18/04/2021,Dec-17,0,0
10568,Uruguay,18/04/2021,18-24,13.98,2.36
10569,Uruguay,18/04/2021,25-34,21.32,6.76
10570,Uruguay,18/04/2021,35-44,28.41,8.92
10571,Uruguay,18/04/2021,45-54,43.59,13.26
10572,Uruguay,18/04/2021,55-64,70.94,32.06
10573,Uruguay,18/04/2021,65-74,64.58,11.88
10574,Uruguay,18/04/2021,75+,58.32,0.75
10575,Uruguay,19/04/2021,Dec-17,0,0
10576,Uruguay,19/04/2021,18-24,14.11,2.39
10577,Uruguay,19/04/2021,25-34,21.52,6.89
10578,Uruguay,19/04/2021,35-44,28.61,9.1
10579,Uruguay,19/04/2021,45-54,43.82,14.5
10580,Uruguay,19/04/2021,55-64,71.25,34.28
10581,Uruguay,19/04/2021,65-74,65.24,14.48
10582,Uruguay,19/04/2021,75+,58.94,3.99
10583,Uruguay,20/04/2021,Dec-17,0,0
10584,Uruguay,20/04/2021,18-24,14.24,2.59
10585,Uruguay,20/04/2021,25-34,21.68,7.26
10586,Uruguay,20/04/2021,35-44,28.83,9.5
10587,Uruguay,20/04/2021,45-54,44.26,15.87
10588,Uruguay,20/04/2021,55-64,71.83,36.39
10589,Uruguay,20/04/2021,65-74,66.02,16.95
10590,Uruguay,20/04/2021,75+,59.56,8.07
10591,Uruguay,21/04/2021,Dec-17,0,0
10592,Uruguay,21/04/2021,18-24,14.36,2.94
10593,Uruguay,21/04/2021,25-34,21.83,7.71
10594,Uruguay,21/04/2021,35-44,29.08,10.08
10595,Uruguay,21/04/2021,45-54,44.7,17.36
10596,Uruguay,21/04/2021,55-64,72.25,38.65
10597,Uruguay,21/04/2021,65-74,66.74,19.44
10598,Uruguay,21/04/2021,75+,60.15,11.59
10599,Uruguay,22/04/2021,Dec-17,0,0
10600,Uruguay,22/04/2021,18-24,14.45,3.34
10601,Uruguay,22/04/2021,25-34,21.97,8.22
10602,Uruguay,22/04/2021,35-44,29.32,10.69
10603,Uruguay,22/04/2021,45-54,45.06,19.24
10604,Uruguay,22/04/2021,55-64,72.62,41.53
10605,Uruguay,22/04/2021,65-74,67.53,22.72
10606,Uruguay,22/04/2021,75+,60.83,14.3
10607,Uruguay,23/04/2021,Dec-17,0,0
10608,Uruguay,23/04/2021,18-24,14.52,3.74
10609,Uruguay,23/04/2021,25-34,22.09,8.7
10610,Uruguay,23/04/2021,35-44,29.59,11.28
10611,Uruguay,23/04/2021,45-54,45.51,21
10612,Uruguay,23/04/2021,55-64,73.03,44.17
10613,Uruguay,23/04/2021,65-74,68.65,25.64
10614,Uruguay,23/04/2021,75+,62.12,16.84
10615,Uruguay,24/04/2021,Dec-17,0,0
10616,Uruguay,24/04/2021,18-24,14.53,3.83
10617,Uruguay,24/04/2021,25-34,22.11,8.81
10618,Uruguay,24/04/2021,35-44,29.62,11.42
10619,Uruguay,24/04/2021,45-54,45.71,21.58
10620,Uruguay,24/04/2021,55-64,73.33,45.08
10621,Uruguay,24/04/2021,65-74,69.9,26.65
10622,Uruguay,24/04/2021,75+,63.65,17.77
10623,Uruguay,25/04/2021,Dec-17,0,0
10624,Uruguay,25/04/2021,18-24,14.53,3.83
10625,Uruguay,25/04/2021,25-34,22.11,8.81
10626,Uruguay,25/04/2021,35-44,29.62,11.42
10627,Uruguay,25/04/2021,45-54,45.75,21.58
10628,Uruguay,25/04/2021,55-64,73.39,45.08
10629,Uruguay,25/04/2021,65-74,69.92,26.65
10630,Uruguay,25/04/2021,75+,63.65,17.77
10631,Uruguay,26/04/2021,Dec-17,0,0
10632,Uruguay,26/04/2021,18-24,14.57,5.08
10633,Uruguay,26/04/2021,25-34,22.15,10.26
10634,Uruguay,26/04/2021,35-44,29.67,13.09
10635,Uruguay,26/04/2021,45-54,45.99,22.87
10636,Uruguay,26/04/2021,55-64,73.81,45.8
10637,Uruguay,26/04/2021,65-74,70.91,27.37
10638,Uruguay,26/04/2021,75+,64.79,20.25
10639,Uruguay,27/04/2021,Dec-17,0,0
10640,Uruguay,27/04/2021,18-24,14.59,6.44
10641,Uruguay,27/04/2021,25-34,22.18,11.78
10642,Uruguay,27/04/2021,35-44,29.72,14.85
10643,Uruguay,27/04/2021,45-54,46.28,24.17
10644,Uruguay,27/04/2021,55-64,74.23,46.47
10645,Uruguay,27/04/2021,65-74,71.66,28.01
10646,Uruguay,27/04/2021,75+,65.82,22.61
10647,Uruguay,28/04/2021,Dec-17,0,0
10648,Uruguay,28/04/2021,18-24,14.62,7.73
10649,Uruguay,28/04/2021,25-34,22.22,13.27
10650,Uruguay,28/04/2021,35-44,29.79,16.55
10651,Uruguay,28/04/2021,45-54,46.55,25.5
10652,Uruguay,28/04/2021,55-64,74.55,47.11
10653,Uruguay,28/04/2021,65-74,72.46,28.7
10654,Uruguay,28/04/2021,75+,66.91,24.91
10655,Uruguay,29/04/2021,Dec-17,0,0
10656,Uruguay,29/04/2021,18-24,14.66,9.12
10657,Uruguay,29/04/2021,25-34,22.26,14.83
10658,Uruguay,29/04/2021,35-44,29.9,18.35
10659,Uruguay,29/04/2021,45-54,46.85,26.93
10660,Uruguay,29/04/2021,55-64,74.83,47.77
10661,Uruguay,29/04/2021,65-74,73.21,29.58
10662,Uruguay,29/04/2021,75+,67.86,27.14
10663,Uruguay,30/04/2021,Dec-17,0,0
10664,Uruguay,30/04/2021,18-24,14.74,10.55
10665,Uruguay,30/04/2021,25-34,22.37,16.4
10666,Uruguay,30/04/2021,35-44,30.01,20.16
10667,Uruguay,30/04/2021,45-54,47.11,28.37
10668,Uruguay,30/04/2021,55-64,75.1,48.52
10669,Uruguay,30/04/2021,65-74,73.96,30.75
10670,Uruguay,30/04/2021,75+,68.87,29.27
10671,Uruguay,1/05/2021,Dec-17,0,0
10672,Uruguay,1/05/2021,18-24,14.74,10.55
10673,Uruguay,1/05/2021,25-34,22.37,16.4
10674,Uruguay,1/05/2021,35-44,30.01,20.16
10675,Uruguay,1/05/2021,45-54,47.11,28.37
10676,Uruguay,1/05/2021,55-64,75.1,48.52
10677,Uruguay,1/05/2021,65-74,73.96,30.76
10678,Uruguay,1/05/2021,75+,68.87,29.27
10679,Uruguay,2/05/2021,Dec-17,0,0
10680,Uruguay,2/05/2021,18-24,14.75,10.55
10681,Uruguay,2/05/2021,25-34,22.38,16.4
10682,Uruguay,2/05/2021,35-44,30.01,20.16
10683,Uruguay,2/05/2021,45-54,47.12,28.37
10684,Uruguay,2/05/2021,55-64,75.12,48.52
10685,Uruguay,2/05/2021,65-74,73.96,30.76
10686,Uruguay,2/05/2021,75+,68.87,29.28
10687,Uruguay,3/05/2021,Dec-17,0,0
10688,Uruguay,3/05/2021,18-24,14.77,10.96
10689,Uruguay,3/05/2021,25-34,22.47,16.87
10690,Uruguay,3/05/2021,35-44,30.12,20.68
10691,Uruguay,3/05/2021,45-54,47.21,29.32
10692,Uruguay,3/05/2021,55-64,75.17,49.76
10693,Uruguay,3/05/2021,65-74,75.82,32.04
10694,Uruguay,3/05/2021,75+,71.43,29.38
10695,Uruguay,4/05/2021,Dec-17,0,0
10696,Uruguay,4/05/2021,18-24,14.8,10.98
10697,Uruguay,4/05/2021,25-34,22.62,16.93
10698,Uruguay,4/05/2021,35-44,30.31,20.75
10699,Uruguay,4/05/2021,45-54,47.26,30.61
10700,Uruguay,4/05/2021,55-64,75.2,51.93
10701,Uruguay,4/05/2021,65-74,77.4,34.51
10702,Uruguay,4/05/2021,75+,73.71,29.45
10703,Uruguay,5/05/2021,Dec-17,0,0
10704,Uruguay,5/05/2021,18-24,14.82,11.02
10705,Uruguay,5/05/2021,25-34,22.71,16.98
10706,Uruguay,5/05/2021,35-44,30.45,20.8
10707,Uruguay,5/05/2021,45-54,47.31,31.94
10708,Uruguay,5/05/2021,55-64,75.24,54.31
10709,Uruguay,5/05/2021,65-74,78.81,36.63
10710,Uruguay,5/05/2021,75+,75.75,29.51
10711,Uruguay,6/05/2021,Dec-17,0,0
10712,Uruguay,6/05/2021,18-24,14.9,11.13
10713,Uruguay,6/05/2021,25-34,22.83,17.11
10714,Uruguay,6/05/2021,35-44,30.57,21.23
10715,Uruguay,6/05/2021,45-54,47.35,33.63
10716,Uruguay,6/05/2021,55-64,75.28,56.73
10717,Uruguay,6/05/2021,65-74,80.09,38.88
10718,Uruguay,6/05/2021,75+,77.64,29.55
10719,Uruguay,7/05/2021,Dec-17,0,0
10720,Uruguay,7/05/2021,18-24,14.97,11.31
10721,Uruguay,7/05/2021,25-34,22.9,17.34
10722,Uruguay,7/05/2021,35-44,30.64,21.55
10723,Uruguay,7/05/2021,45-54,47.39,34.02
10724,Uruguay,7/05/2021,55-64,75.33,57.33
10725,Uruguay,7/05/2021,65-74,81.33,39.62
10726,Uruguay,7/05/2021,75+,79.45,29.59
10727,Uruguay,8/05/2021,Dec-17,0,0
10728,Uruguay,8/05/2021,18-24,14.98,11.34
10729,Uruguay,8/05/2021,25-34,22.91,17.37
10730,Uruguay,8/05/2021,35-44,30.64,21.68
10731,Uruguay,8/05/2021,45-54,47.4,34.23
10732,Uruguay,8/05/2021,55-64,75.34,57.55
10733,Uruguay,8/05/2021,65-74,81.95,39.88
10734,Uruguay,8/05/2021,75+,80.22,29.6
10735,Uruguay,9/05/2021,Dec-17,0,0
10736,Uruguay,9/05/2021,18-24,14.98,11.34
10737,Uruguay,9/05/2021,25-34,22.91,17.37
10738,Uruguay,9/05/2021,35-44,30.64,21.71
10739,Uruguay,9/05/2021,45-54,47.4,34.27
10740,Uruguay,9/05/2021,55-64,75.34,57.55
10741,Uruguay,9/05/2021,65-74,81.95,39.88
10742,Uruguay,9/05/2021,75+,80.22,29.6
10743,Uruguay,10/05/2021,Dec-17,0,0
10744,Uruguay,10/05/2021,18-24,15,11.48
10745,Uruguay,10/05/2021,25-34,22.96,17.7
10746,Uruguay,10/05/2021,35-44,30.71,22.4
10747,Uruguay,10/05/2021,45-54,47.54,35.52
10748,Uruguay,10/05/2021,55-64,75.66,60.83
10749,Uruguay,10/05/2021,65-74,82.75,44.37
10750,Uruguay,10/05/2021,75+,81.3,29.68
10751,Uruguay,11/05/2021,Dec-17,0,0
10752,Uruguay,11/05/2021,18-24,15.02,11.78
10753,Uruguay,11/05/2021,25-34,23,18.21
10754,Uruguay,11/05/2021,35-44,30.74,23.44
10755,Uruguay,11/05/2021,45-54,47.82,37.24
10756,Uruguay,11/05/2021,55-64,75.77,63.74
10757,Uruguay,11/05/2021,65-74,83.35,47.5
10758,Uruguay,11/05/2021,75+,82.4,29.74
10759,Uruguay,12/05/2021,Dec-17,0,0
10760,Uruguay,12/05/2021,18-24,15.05,12.18
10761,Uruguay,12/05/2021,25-34,23.16,18.82
10762,Uruguay,12/05/2021,35-44,31,24.79
10763,Uruguay,12/05/2021,45-54,48.24,39.39
