date,total_vaccinations,people_fully_vaccinated,people_vaccinated,vaccine,location,source_url,total_boosters,iso_code
14/09/2021,23362740,9066250,14296490,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
15/09/2021,23751922,9215782,14536140,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
16/09/2021,24054063,9360385,14693678,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
17/09/2021,24392438,9529749,14862689,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
18/09/2021,24619474,9633085,14986389,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
19/09/2021,24792054,9700423,15091631,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
20/09/2021,25113222,9853616,15259606,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
21/09/2021,25445232,10018707,15426525,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
22/09/2021,25782517,10183666,15598851,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
23/09/2021,26130313,10355227,15775086,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
24/09/2021,26441588,10522536,15919052,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
25/09/2021,26660961,10634837,16026124,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
26/09/2021,26806343,10703942,16102401,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
27/09/2021,27109766,10861999,16247767,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
28/09/2021,27441696,11039616,16402080,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
29/09/2021,27750501,11202638,16547863,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
30/09/2021,28091630,11386339,16705291,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
1/10/2021,28419347,11571446,16847901,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
2/10/2021,28630736,11689936,16940800,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
3/10/2021,28769273,11766864,17002409,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
4/10/2021,28955015,11868894,17086121,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
5/10/2021,29305871,12084896,17220975,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
6/10/2021,29642430,12293262,17349168,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
7/10/2021,29973051,12503241,17469810,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
8/10/2021,30304350,12720856,17583494,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
9/10/2021,30540757,12883681,17657076,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
10/10/2021,30706847,12998286,17708561,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
11/10/2021,31020482,13212457,17808025,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
12/10/2021,31358609,13446945,17911664,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
13/10/2021,31679382,13672371,18007011,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
14/10/2021,31994741,13891163,18103578,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
15/10/2021,32296435,14101561,18194874,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
16/10/2021,32494119,14245406,18248713,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
17/10/2021,32653925,14360419,18293506,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
18/10/2021,32934298,14558572,18375726,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
19/10/2021,33212170,14753069,18459101,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
20/10/2021,33489485,14946699,18542786,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
21/10/2021,33770321,15144905,18625416,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
22/10/2021,34044182,15342065,18702117,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
23/10/2021,34238479,15484232,18754247,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
24/10/2021,34364950,15569263,18795687,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
25/10/2021,34600572,15733744,18866828,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Australia,https://covidlive.com.au/covid-live.json,,AUS
