ID,location,date,vaccine,total_vaccinations
505,Chile,10/01/2021,Pfizer/BioNTech,10710
506,Chile,11/01/2021,Pfizer/BioNTech,10710
507,Chile,12/01/2021,Pfizer/BioNTech,10710
508,Chile,13/01/2021,Pfizer/BioNTech,11743
509,Chile,14/01/2021,Pfizer/BioNTech,18660
510,Chile,15/01/2021,Pfizer/BioNTech,22091
511,Chile,16/01/2021,Pfizer/BioNTech,22181
512,Chile,17/01/2021,Pfizer/BioNTech,22181
513,Chile,18/01/2021,Pfizer/BioNTech,33232
514,Chile,19/01/2021,Pfizer/BioNTech,52599
515,Chile,20/01/2021,Pfizer/BioNTech,61908
516,Chile,21/01/2021,Pfizer/BioNTech,64965
517,Chile,22/01/2021,Pfizer/BioNTech,65380
518,Chile,23/01/2021,Pfizer/BioNTech,65380
519,Chile,24/01/2021,Pfizer/BioNTech,65380
520,Chile,25/01/2021,Pfizer/BioNTech,66800
521,Chile,26/01/2021,Pfizer/BioNTech,67414
522,Chile,27/01/2021,Pfizer/BioNTech,67449
523,Chile,28/01/2021,Pfizer/BioNTech,67449
524,Chile,29/01/2021,Pfizer/BioNTech,67454
525,Chile,30/01/2021,Pfizer/BioNTech,67455
526,Chile,31/01/2021,Pfizer/BioNTech,67456
527,Chile,1/02/2021,Pfizer/BioNTech,67456
528,Chile,2/02/2021,Pfizer/BioNTech,67462
529,Chile,2/02/2021,Sinovac,13185
530,Chile,3/02/2021,Pfizer/BioNTech,67462
531,Chile,3/02/2021,Sinovac,183571
532,Chile,4/02/2021,Pfizer/BioNTech,69590
533,Chile,4/02/2021,Sinovac,357596
534,Chile,5/02/2021,Pfizer/BioNTech,70278
535,Chile,5/02/2021,Sinovac,526414
536,Chile,6/02/2021,Pfizer/BioNTech,70283
537,Chile,6/02/2021,Sinovac,554267
538,Chile,7/02/2021,Pfizer/BioNTech,70285
539,Chile,7/02/2021,Sinovac,562905
540,Chile,8/02/2021,Pfizer/BioNTech,82086
541,Chile,8/02/2021,Sinovac,784404
542,Chile,9/02/2021,Pfizer/BioNTech,101569
543,Chile,9/02/2021,Sinovac,1026823
544,Chile,10/02/2021,Pfizer/BioNTech,110014
545,Chile,10/02/2021,Sinovac,1299173
546,Chile,11/02/2021,Pfizer/BioNTech,113088
547,Chile,11/02/2021,Sinovac,1550397
548,Chile,12/02/2021,Pfizer/BioNTech,113448
549,Chile,12/02/2021,Sinovac,1779533
550,Chile,13/02/2021,Pfizer/BioNTech,113481
551,Chile,13/02/2021,Sinovac,1809061
552,Chile,14/02/2021,Pfizer/BioNTech,113481
553,Chile,14/02/2021,Sinovac,1813529
554,Chile,15/02/2021,Pfizer/BioNTech,113482
555,Chile,15/02/2021,Sinovac,2079404
556,Chile,16/02/2021,Pfizer/BioNTech,113495
557,Chile,16/02/2021,Sinovac,2299485
558,Chile,17/02/2021,Pfizer/BioNTech,113495
559,Chile,17/02/2021,Sinovac,2487540
560,Chile,18/02/2021,Pfizer/BioNTech,113498
561,Chile,18/02/2021,Sinovac,2642819
562,Chile,19/02/2021,Pfizer/BioNTech,113500
563,Chile,19/02/2021,Sinovac,2784957
564,Chile,20/02/2021,Pfizer/BioNTech,113502
565,Chile,20/02/2021,Sinovac,2794596
566,Chile,21/02/2021,Pfizer/BioNTech,113502
567,Chile,21/02/2021,Sinovac,2795758
568,Chile,22/02/2021,Pfizer/BioNTech,125596
569,Chile,22/02/2021,Sinovac,2891800
570,Chile,23/02/2021,Pfizer/BioNTech,150438
571,Chile,23/02/2021,Sinovac,2961207
572,Chile,24/02/2021,Pfizer/BioNTech,178957
573,Chile,24/02/2021,Sinovac,3018967
574,Chile,25/02/2021,Pfizer/BioNTech,212676
575,Chile,25/02/2021,Sinovac,3071337
576,Chile,26/02/2021,Pfizer/BioNTech,242410
577,Chile,26/02/2021,Sinovac,3120003
578,Chile,27/02/2021,Pfizer/BioNTech,248736
579,Chile,27/02/2021,Sinovac,3123725
580,Chile,28/02/2021,Pfizer/BioNTech,248738
581,Chile,28/02/2021,Sinovac,3124078
582,Chile,1/03/2021,Pfizer/BioNTech,263641
583,Chile,1/03/2021,Sinovac,3246751
584,Chile,2/03/2021,Pfizer/BioNTech,294564
585,Chile,2/03/2021,Sinovac,3387211
586,Chile,3/03/2021,Pfizer/BioNTech,313133
587,Chile,3/03/2021,Sinovac,3680620
588,Chile,4/03/2021,Pfizer/BioNTech,322244
589,Chile,4/03/2021,Sinovac,3982139
590,Chile,5/03/2021,Pfizer/BioNTech,328004
591,Chile,5/03/2021,Sinovac,4274368
592,Chile,6/03/2021,Pfizer/BioNTech,328348
593,Chile,6/03/2021,Sinovac,4307816
594,Chile,7/03/2021,Pfizer/BioNTech,328455
595,Chile,7/03/2021,Sinovac,4315675
596,Chile,8/03/2021,Pfizer/BioNTech,341054
597,Chile,8/03/2021,Sinovac,4653821
598,Chile,9/03/2021,Pfizer/BioNTech,378638
599,Chile,9/03/2021,Sinovac,4992871
600,Chile,10/03/2021,Pfizer/BioNTech,420252
601,Chile,10/03/2021,Sinovac,5352705
602,Chile,11/03/2021,Pfizer/BioNTech,465994
603,Chile,11/03/2021,Sinovac,5724132
604,Chile,12/03/2021,Pfizer/BioNTech,483410
605,Chile,12/03/2021,Sinovac,6081208
606,Chile,13/03/2021,Pfizer/BioNTech,483963
607,Chile,13/03/2021,Sinovac,6131130
608,Chile,14/03/2021,Pfizer/BioNTech,483963
609,Chile,14/03/2021,Sinovac,6137718
610,Chile,15/03/2021,Pfizer/BioNTech,507889
611,Chile,15/03/2021,Sinovac,6544193
612,Chile,16/03/2021,Pfizer/BioNTech,561436
613,Chile,16/03/2021,Sinovac,6900997
614,Chile,17/03/2021,Pfizer/BioNTech,616984
615,Chile,17/03/2021,Sinovac,7212848
616,Chile,18/03/2021,Pfizer/BioNTech,666592
617,Chile,18/03/2021,Sinovac,7498294
618,Chile,19/03/2021,Pfizer/BioNTech,689771
619,Chile,19/03/2021,Sinovac,7769814
620,Chile,20/03/2021,Pfizer/BioNTech,691692
621,Chile,20/03/2021,Sinovac,7802101
622,Chile,21/03/2021,Pfizer/BioNTech,691702
623,Chile,21/03/2021,Sinovac,7806116
624,Chile,22/03/2021,Pfizer/BioNTech,727799
625,Chile,22/03/2021,Sinovac,8038824
626,Chile,23/03/2021,Pfizer/BioNTech,787734
627,Chile,23/03/2021,Sinovac,8219835
628,Chile,24/03/2021,Pfizer/BioNTech,840639
629,Chile,24/03/2021,Sinovac,8386067
630,Chile,25/03/2021,Pfizer/BioNTech,895238
631,Chile,25/03/2021,Sinovac,8544205
632,Chile,26/03/2021,Pfizer/BioNTech,933679
633,Chile,26/03/2021,Sinovac,8723519
634,Chile,27/03/2021,Pfizer/BioNTech,935713
635,Chile,27/03/2021,Sinovac,8737179
636,Chile,28/03/2021,Pfizer/BioNTech,935713
637,Chile,28/03/2021,Sinovac,8738572
638,Chile,29/03/2021,Pfizer/BioNTech,957765
639,Chile,29/03/2021,Sinovac,8983345
640,Chile,30/03/2021,Pfizer/BioNTech,1015270
641,Chile,30/03/2021,Sinovac,9204584
642,Chile,31/03/2021,Pfizer/BioNTech,1061455
643,Chile,31/03/2021,Sinovac,9438803
644,Chile,1/04/2021,Pfizer/BioNTech,1085245
645,Chile,1/04/2021,Sinovac,9718433
646,Chile,2/04/2021,Pfizer/BioNTech,1085471
647,Chile,2/04/2021,Sinovac,9725250
648,Chile,3/04/2021,Pfizer/BioNTech,1085664
649,Chile,3/04/2021,Sinovac,9728286
650,Chile,4/04/2021,Pfizer/BioNTech,1085668
651,Chile,4/04/2021,Sinovac,9729407
652,Chile,5/04/2021,Pfizer/BioNTech,1116832
653,Chile,5/04/2021,Sinovac,9983160
654,Chile,6/04/2021,Pfizer/BioNTech,1199652
655,Chile,6/04/2021,Sinovac,10140244
656,Chile,7/04/2021,Pfizer/BioNTech,1288950
657,Chile,7/04/2021,Sinovac,10284300
658,Chile,8/04/2021,Pfizer/BioNTech,1367242
659,Chile,8/04/2021,Sinovac,10445628
660,Chile,9/04/2021,Pfizer/BioNTech,1416499
661,Chile,9/04/2021,Sinovac,10615387
662,Chile,10/04/2021,Pfizer/BioNTech,1424330
663,Chile,10/04/2021,Sinovac,10633591
664,Chile,11/04/2021,Pfizer/BioNTech,1424836
665,Chile,11/04/2021,Sinovac,10635539
666,Chile,12/04/2021,Pfizer/BioNTech,1489640
667,Chile,12/04/2021,Sinovac,10807839
668,Chile,13/04/2021,Pfizer/BioNTech,1577890
669,Chile,13/04/2021,Sinovac,10955004
670,Chile,14/04/2021,Pfizer/BioNTech,1667437
671,Chile,14/04/2021,Sinovac,11095041
672,Chile,15/04/2021,Pfizer/BioNTech,1735478
673,Chile,15/04/2021,Sinovac,11234263
674,Chile,16/04/2021,Pfizer/BioNTech,1786242
675,Chile,16/04/2021,Sinovac,11377820
676,Chile,17/04/2021,Pfizer/BioNTech,1792173
677,Chile,17/04/2021,Sinovac,11394186
678,Chile,18/04/2021,Pfizer/BioNTech,1792852
679,Chile,18/04/2021,Sinovac,11396148
680,Chile,19/04/2021,Pfizer/BioNTech,1816922
681,Chile,19/04/2021,Sinovac,11567227
682,Chile,20/04/2021,Pfizer/BioNTech,1861418
683,Chile,20/04/2021,Sinovac,11712156
684,Chile,21/04/2021,Pfizer/BioNTech,1907495
685,Chile,21/04/2021,Sinovac,11843726
686,Chile,22/04/2021,Pfizer/BioNTech,1954623
687,Chile,22/04/2021,Sinovac,11997378
688,Chile,23/04/2021,Pfizer/BioNTech,1983612
689,Chile,23/04/2021,Sinovac,12152084
690,Chile,24/04/2021,Pfizer/BioNTech,1986009
691,Chile,24/04/2021,Sinovac,12167376
692,Chile,25/04/2021,Pfizer/BioNTech,1986010
693,Chile,25/04/2021,Sinovac,12168419
694,Chile,26/04/2021,Pfizer/BioNTech,2031389
695,Chile,26/04/2021,Sinovac,12319797
696,Chile,27/04/2021,Pfizer/BioNTech,2095278
697,Chile,27/04/2021,Sinovac,12427494
698,Chile,28/04/2021,Oxford/AstraZeneca,3607
699,Chile,28/04/2021,Pfizer/BioNTech,2150170
700,Chile,28/04/2021,Sinovac,12538176
701,Chile,29/04/2021,Oxford/AstraZeneca,10151
702,Chile,29/04/2021,Pfizer/BioNTech,2182742
703,Chile,29/04/2021,Sinovac,12654506
704,Chile,30/04/2021,Oxford/AstraZeneca,23878
705,Chile,30/04/2021,Pfizer/BioNTech,2213796
706,Chile,30/04/2021,Sinovac,12697614
707,Chile,1/05/2021,Oxford/AstraZeneca,24164
708,Chile,1/05/2021,Pfizer/BioNTech,2214973
709,Chile,1/05/2021,Sinovac,12698453
710,Chile,2/05/2021,Oxford/AstraZeneca,24346
711,Chile,2/05/2021,Pfizer/BioNTech,2215365
712,Chile,2/05/2021,Sinovac,12699345
713,Chile,3/05/2021,Oxford/AstraZeneca,44444
714,Chile,3/05/2021,Pfizer/BioNTech,2239284
715,Chile,3/05/2021,Sinovac,12807259
716,Chile,4/05/2021,Oxford/AstraZeneca,61217
717,Chile,4/05/2021,Pfizer/BioNTech,2285462
718,Chile,4/05/2021,Sinovac,12914049
719,Chile,5/05/2021,Oxford/AstraZeneca,71044
720,Chile,5/05/2021,Pfizer/BioNTech,2334065
721,Chile,5/05/2021,Sinovac,13030846
722,Chile,6/05/2021,Oxford/AstraZeneca,78260
723,Chile,6/05/2021,Pfizer/BioNTech,2374969
724,Chile,6/05/2021,Sinovac,13141045
725,Chile,7/05/2021,Oxford/AstraZeneca,82407
726,Chile,7/05/2021,Pfizer/BioNTech,2408983
727,Chile,7/05/2021,Sinovac,13250894
728,Chile,8/05/2021,Oxford/AstraZeneca,83077
729,Chile,8/05/2021,Pfizer/BioNTech,2414723
730,Chile,8/05/2021,Sinovac,13270082
731,Chile,9/05/2021,Oxford/AstraZeneca,83147
732,Chile,9/05/2021,Pfizer/BioNTech,2414788
733,Chile,9/05/2021,Sinovac,13271354
734,Chile,10/05/2021,Oxford/AstraZeneca,86102
735,Chile,10/05/2021,Pfizer/BioNTech,2454313
736,Chile,10/05/2021,Sinovac,13402648
737,Chile,11/05/2021,Oxford/AstraZeneca,88083
738,Chile,11/05/2021,Pfizer/BioNTech,2520503
739,Chile,11/05/2021,Sinovac,13527284
740,Chile,12/05/2021,Oxford/AstraZeneca,89751
741,Chile,12/05/2021,Pfizer/BioNTech,2580009
742,Chile,12/05/2021,Sinovac,13649503
743,Chile,13/05/2021,Oxford/AstraZeneca,90303
744,Chile,13/05/2021,Pfizer/BioNTech,2627953
745,Chile,13/05/2021,Sinovac,13758730
746,Chile,14/05/2021,Oxford/AstraZeneca,90546
747,Chile,14/05/2021,Pfizer/BioNTech,2672902
748,Chile,14/05/2021,Sinovac,13873057
749,Chile,15/05/2021,Oxford/AstraZeneca,90586
750,Chile,15/05/2021,Pfizer/BioNTech,2673196
751,Chile,15/05/2021,Sinovac,13874181
752,Chile,16/05/2021,Oxford/AstraZeneca,90586
753,Chile,16/05/2021,Pfizer/BioNTech,2673276
754,Chile,16/05/2021,Sinovac,13874537
755,Chile,17/05/2021,Oxford/AstraZeneca,90881
756,Chile,17/05/2021,Pfizer/BioNTech,2726678
757,Chile,17/05/2021,Sinovac,13992543
758,Chile,18/05/2021,Oxford/AstraZeneca,92311
759,Chile,18/05/2021,Pfizer/BioNTech,2805365
760,Chile,18/05/2021,Sinovac,14096263
761,Chile,19/05/2021,Oxford/AstraZeneca,98830
762,Chile,19/05/2021,Pfizer/BioNTech,2884949
763,Chile,19/05/2021,Sinovac,14177208
764,Chile,20/05/2021,Oxford/AstraZeneca,105548
765,Chile,20/05/2021,Pfizer/BioNTech,2955957
766,Chile,20/05/2021,Sinovac,14291370
767,Chile,21/05/2021,Oxford/AstraZeneca,105619
768,Chile,21/05/2021,Pfizer/BioNTech,2963010
769,Chile,21/05/2021,Sinovac,14293913
770,Chile,22/05/2021,Oxford/AstraZeneca,106112
771,Chile,22/05/2021,Pfizer/BioNTech,2975620
772,Chile,22/05/2021,Sinovac,14313933
773,Chile,23/05/2021,Oxford/AstraZeneca,106132
774,Chile,23/05/2021,Pfizer/BioNTech,2976750
775,Chile,23/05/2021,Sinovac,14317068
776,Chile,24/05/2021,Oxford/AstraZeneca,118542
777,Chile,24/05/2021,Pfizer/BioNTech,3051036
778,Chile,24/05/2021,Sinovac,14467399
779,Chile,25/05/2021,Oxford/AstraZeneca,136119
780,Chile,25/05/2021,Pfizer/BioNTech,3162540
781,Chile,25/05/2021,Sinovac,14585139
782,Chile,26/05/2021,Oxford/AstraZeneca,161511
783,Chile,26/05/2021,Pfizer/BioNTech,3236758
784,Chile,26/05/2021,Sinovac,14714608
785,Chile,27/05/2021,Oxford/AstraZeneca,195447
786,Chile,27/05/2021,Pfizer/BioNTech,3293509
787,Chile,27/05/2021,Sinovac,14827173
788,Chile,28/05/2021,Oxford/AstraZeneca,227550
789,Chile,28/05/2021,Pfizer/BioNTech,3341576
790,Chile,28/05/2021,Sinovac,14933375
791,Chile,29/05/2021,Oxford/AstraZeneca,235992
792,Chile,29/05/2021,Pfizer/BioNTech,3353840
793,Chile,29/05/2021,Sinovac,14960060
794,Chile,30/05/2021,Oxford/AstraZeneca,237386
795,Chile,30/05/2021,Pfizer/BioNTech,3355401
796,Chile,30/05/2021,Sinovac,14967200
797,Chile,31/05/2021,CanSino,74
798,Chile,31/05/2021,Oxford/AstraZeneca,281185
799,Chile,31/05/2021,Pfizer/BioNTech,3423554
800,Chile,31/05/2021,Sinovac,15070901
801,Chile,1/06/2021,CanSino,10461
802,Chile,1/06/2021,Oxford/AstraZeneca,326596
803,Chile,1/06/2021,Pfizer/BioNTech,3526928
804,Chile,1/06/2021,Sinovac,15133202
805,Chile,2/06/2021,CanSino,33783
806,Chile,2/06/2021,Oxford/AstraZeneca,359079
807,Chile,2/06/2021,Pfizer/BioNTech,3607028
808,Chile,2/06/2021,Sinovac,15201542
809,Chile,3/06/2021,CanSino,73403
810,Chile,3/06/2021,Oxford/AstraZeneca,361423
811,Chile,3/06/2021,Pfizer/BioNTech,3654603
812,Chile,3/06/2021,Sinovac,15275846
813,Chile,4/06/2021,CanSino,107773
814,Chile,4/06/2021,Oxford/AstraZeneca,362977
815,Chile,4/06/2021,Pfizer/BioNTech,3679128
816,Chile,4/06/2021,Sinovac,15360634
817,Chile,5/06/2021,CanSino,117686
818,Chile,5/06/2021,Oxford/AstraZeneca,363287
819,Chile,5/06/2021,Pfizer/BioNTech,3684245
820,Chile,5/06/2021,Sinovac,15383027
821,Chile,6/06/2021,CanSino,119476
822,Chile,6/06/2021,Oxford/AstraZeneca,363317
823,Chile,6/06/2021,Pfizer/BioNTech,3684838
824,Chile,6/06/2021,Sinovac,15385616
825,Chile,7/06/2021,CanSino,146949
826,Chile,7/06/2021,Oxford/AstraZeneca,365273
827,Chile,7/06/2021,Pfizer/BioNTech,3696578
828,Chile,7/06/2021,Sinovac,15525927
829,Chile,8/06/2021,CanSino,167030
830,Chile,8/06/2021,Oxford/AstraZeneca,366957
831,Chile,8/06/2021,Pfizer/BioNTech,3710223
832,Chile,8/06/2021,Sinovac,15675340
833,Chile,9/06/2021,CanSino,183761
834,Chile,9/06/2021,Oxford/AstraZeneca,368929
835,Chile,9/06/2021,Pfizer/BioNTech,3722513
836,Chile,9/06/2021,Sinovac,15838079
837,Chile,10/06/2021,CanSino,196923
838,Chile,10/06/2021,Oxford/AstraZeneca,370217
839,Chile,10/06/2021,Pfizer/BioNTech,3736483
840,Chile,10/06/2021,Sinovac,16012821
841,Chile,11/06/2021,CanSino,200969
842,Chile,11/06/2021,Oxford/AstraZeneca,371453
843,Chile,11/06/2021,Pfizer/BioNTech,3753380
844,Chile,11/06/2021,Sinovac,16169682
845,Chile,12/06/2021,CanSino,201362
846,Chile,12/06/2021,Oxford/AstraZeneca,371781
847,Chile,12/06/2021,Pfizer/BioNTech,3756195
848,Chile,12/06/2021,Sinovac,16198660
849,Chile,13/06/2021,CanSino,201411
850,Chile,13/06/2021,Oxford/AstraZeneca,371796
851,Chile,13/06/2021,Pfizer/BioNTech,3756740
852,Chile,13/06/2021,Sinovac,16200122
853,Chile,14/06/2021,CanSino,205588
854,Chile,14/06/2021,Oxford/AstraZeneca,372969
855,Chile,14/06/2021,Pfizer/BioNTech,3788797
856,Chile,14/06/2021,Sinovac,16384455
857,Chile,15/06/2021,CanSino,209268
858,Chile,15/06/2021,Oxford/AstraZeneca,373788
859,Chile,15/06/2021,Pfizer/BioNTech,3842041
860,Chile,15/06/2021,Sinovac,16537538
861,Chile,16/06/2021,CanSino,213222
862,Chile,16/06/2021,Oxford/AstraZeneca,374651
863,Chile,16/06/2021,Pfizer/BioNTech,3913737
864,Chile,16/06/2021,Sinovac,16688006
865,Chile,17/06/2021,CanSino,216264
866,Chile,17/06/2021,Oxford/AstraZeneca,375432
867,Chile,17/06/2021,Pfizer/BioNTech,3980495
868,Chile,17/06/2021,Sinovac,16801483
869,Chile,18/06/2021,CanSino,218641
870,Chile,18/06/2021,Oxford/AstraZeneca,376279
871,Chile,18/06/2021,Pfizer/BioNTech,4018107
872,Chile,18/06/2021,Sinovac,16867946
873,Chile,19/06/2021,CanSino,218919
874,Chile,19/06/2021,Oxford/AstraZeneca,376423
875,Chile,19/06/2021,Pfizer/BioNTech,4029617
876,Chile,19/06/2021,Sinovac,16892749
877,Chile,20/06/2021,CanSino,218931
878,Chile,20/06/2021,Oxford/AstraZeneca,376433
879,Chile,20/06/2021,Pfizer/BioNTech,4030848
880,Chile,20/06/2021,Sinovac,16895451
881,Chile,21/06/2021,CanSino,219009
882,Chile,21/06/2021,Oxford/AstraZeneca,376556
883,Chile,21/06/2021,Pfizer/BioNTech,4040561
884,Chile,21/06/2021,Sinovac,16905275
885,Chile,22/06/2021,CanSino,222771
886,Chile,22/06/2021,Oxford/AstraZeneca,378386
887,Chile,22/06/2021,Pfizer/BioNTech,4203724
888,Chile,22/06/2021,Sinovac,17045457
889,Chile,23/06/2021,CanSino,235191
890,Chile,23/06/2021,Oxford/AstraZeneca,380655
891,Chile,23/06/2021,Pfizer/BioNTech,4319183
892,Chile,23/06/2021,Sinovac,17167013
893,Chile,24/06/2021,CanSino,298769
894,Chile,24/06/2021,Oxford/AstraZeneca,384114
895,Chile,24/06/2021,Pfizer/BioNTech,4405376
896,Chile,24/06/2021,Sinovac,17267067
897,Chile,25/06/2021,CanSino,348888
898,Chile,25/06/2021,Oxford/AstraZeneca,388174
899,Chile,25/06/2021,Pfizer/BioNTech,4478181
900,Chile,25/06/2021,Sinovac,17351389
901,Chile,26/06/2021,CanSino,358968
902,Chile,26/06/2021,Oxford/AstraZeneca,389416
903,Chile,26/06/2021,Pfizer/BioNTech,4499182
904,Chile,26/06/2021,Sinovac,17371986
905,Chile,27/06/2021,CanSino,360223
906,Chile,27/06/2021,Oxford/AstraZeneca,389507
907,Chile,27/06/2021,Pfizer/BioNTech,4501427
908,Chile,27/06/2021,Sinovac,17374063
909,Chile,28/06/2021,CanSino,361449
910,Chile,28/06/2021,Oxford/AstraZeneca,389674
911,Chile,28/06/2021,Pfizer/BioNTech,4504123
912,Chile,28/06/2021,Sinovac,17375582
913,Chile,29/06/2021,CanSino,393355
914,Chile,29/06/2021,Oxford/AstraZeneca,395490
915,Chile,29/06/2021,Pfizer/BioNTech,4637861
916,Chile,29/06/2021,Sinovac,17453649
917,Chile,30/06/2021,CanSino,416267
918,Chile,30/06/2021,Oxford/AstraZeneca,399758
919,Chile,30/06/2021,Pfizer/BioNTech,4770077
920,Chile,30/06/2021,Sinovac,17499326
921,Chile,1/07/2021,CanSino,430286
922,Chile,1/07/2021,Oxford/AstraZeneca,402809
923,Chile,1/07/2021,Pfizer/BioNTech,4905281
924,Chile,1/07/2021,Sinovac,17529885
925,Chile,2/07/2021,CanSino,441760
926,Chile,2/07/2021,Oxford/AstraZeneca,405397
927,Chile,2/07/2021,Pfizer/BioNTech,5003179
928,Chile,2/07/2021,Sinovac,17559753
929,Chile,3/07/2021,CanSino,445191
930,Chile,3/07/2021,Oxford/AstraZeneca,405989
931,Chile,3/07/2021,Pfizer/BioNTech,5026490
932,Chile,3/07/2021,Sinovac,17570405
933,Chile,4/07/2021,CanSino,445592
934,Chile,4/07/2021,Oxford/AstraZeneca,406057
935,Chile,4/07/2021,Pfizer/BioNTech,5029488
936,Chile,4/07/2021,Sinovac,17571449
937,Chile,5/07/2021,CanSino,456002
938,Chile,5/07/2021,Oxford/AstraZeneca,409912
939,Chile,5/07/2021,Pfizer/BioNTech,5123182
940,Chile,5/07/2021,Sinovac,17618616
941,Chile,6/07/2021,CanSino,463596
942,Chile,6/07/2021,Oxford/AstraZeneca,413521
943,Chile,6/07/2021,Pfizer/BioNTech,5192647
944,Chile,6/07/2021,Sinovac,17668285
945,Chile,7/07/2021,CanSino,468396
946,Chile,7/07/2021,Oxford/AstraZeneca,416586
947,Chile,7/07/2021,Pfizer/BioNTech,5286409
948,Chile,7/07/2021,Sinovac,17728842
949,Chile,8/07/2021,CanSino,472262
950,Chile,8/07/2021,Oxford/AstraZeneca,418817
951,Chile,8/07/2021,Pfizer/BioNTech,5362748
952,Chile,8/07/2021,Sinovac,17803091
953,Chile,9/07/2021,CanSino,476180
954,Chile,9/07/2021,Oxford/AstraZeneca,421157
955,Chile,9/07/2021,Pfizer/BioNTech,5431551
956,Chile,9/07/2021,Sinovac,17867557
957,Chile,10/07/2021,CanSino,477755
958,Chile,10/07/2021,Oxford/AstraZeneca,422178
959,Chile,10/07/2021,Pfizer/BioNTech,5456611
960,Chile,10/07/2021,Sinovac,17883334
961,Chile,11/07/2021,CanSino,477926
962,Chile,11/07/2021,Oxford/AstraZeneca,422258
963,Chile,11/07/2021,Pfizer/BioNTech,5459869
964,Chile,11/07/2021,Sinovac,17884939
965,Chile,12/07/2021,CanSino,482017
966,Chile,12/07/2021,Oxford/AstraZeneca,424925
967,Chile,12/07/2021,Pfizer/BioNTech,5546704
968,Chile,12/07/2021,Sinovac,17971146
969,Chile,13/07/2021,CanSino,484852
970,Chile,13/07/2021,Oxford/AstraZeneca,426776
971,Chile,13/07/2021,Pfizer/BioNTech,5650057
972,Chile,13/07/2021,Sinovac,18047173
973,Chile,14/07/2021,CanSino,487576
974,Chile,14/07/2021,Oxford/AstraZeneca,428329
975,Chile,14/07/2021,Pfizer/BioNTech,5724899
976,Chile,14/07/2021,Sinovac,18131004
977,Chile,15/07/2021,CanSino,492883
978,Chile,15/07/2021,Oxford/AstraZeneca,431551
979,Chile,15/07/2021,Pfizer/BioNTech,5791885
980,Chile,15/07/2021,Sinovac,18222909
981,Chile,16/07/2021,CanSino,492980
982,Chile,16/07/2021,Oxford/AstraZeneca,431661
983,Chile,16/07/2021,Pfizer/BioNTech,5794340
984,Chile,16/07/2021,Sinovac,18225076
985,Chile,17/07/2021,CanSino,493449
986,Chile,17/07/2021,Oxford/AstraZeneca,431984
987,Chile,17/07/2021,Pfizer/BioNTech,5803573
988,Chile,17/07/2021,Sinovac,18238945
989,Chile,18/07/2021,CanSino,493551
990,Chile,18/07/2021,Oxford/AstraZeneca,431984
991,Chile,18/07/2021,Pfizer/BioNTech,5804445
992,Chile,18/07/2021,Sinovac,18240206
993,Chile,19/07/2021,CanSino,496186
994,Chile,19/07/2021,Oxford/AstraZeneca,433883
995,Chile,19/07/2021,Pfizer/BioNTech,5863418
996,Chile,19/07/2021,Sinovac,18300087
997,Chile,20/07/2021,CanSino,497922
998,Chile,20/07/2021,Oxford/AstraZeneca,435850
999,Chile,20/07/2021,Pfizer/BioNTech,5943217
1000,Chile,20/07/2021,Sinovac,18351034
1001,Chile,21/07/2021,CanSino,499324
1002,Chile,21/07/2021,Oxford/AstraZeneca,438301
1003,Chile,21/07/2021,Pfizer/BioNTech,6003321
1004,Chile,21/07/2021,Sinovac,18391947
1005,Chile,22/07/2021,CanSino,500918
1006,Chile,22/07/2021,Oxford/AstraZeneca,440842
1007,Chile,22/07/2021,Pfizer/BioNTech,6048510
1008,Chile,22/07/2021,Sinovac,18421051
1009,Chile,23/07/2021,CanSino,502148
1010,Chile,23/07/2021,Oxford/AstraZeneca,444835
1011,Chile,23/07/2021,Pfizer/BioNTech,6137545
1012,Chile,23/07/2021,Sinovac,18442914
1013,Chile,24/07/2021,CanSino,503575
1014,Chile,24/07/2021,Oxford/AstraZeneca,446106
1015,Chile,24/07/2021,Pfizer/BioNTech,6152599
1016,Chile,24/07/2021,Sinovac,18459784
1017,Chile,25/07/2021,CanSino,503617
1018,Chile,25/07/2021,Oxford/AstraZeneca,446139
1019,Chile,25/07/2021,Pfizer/BioNTech,6153839
1020,Chile,25/07/2021,Sinovac,18461433
1021,Chile,26/07/2021,CanSino,504567
1022,Chile,26/07/2021,Oxford/AstraZeneca,449437
1023,Chile,26/07/2021,Pfizer/BioNTech,6192594
1024,Chile,26/07/2021,Sinovac,18475238
1025,Chile,27/07/2021,CanSino,505346
1026,Chile,27/07/2021,Oxford/AstraZeneca,452398
1027,Chile,27/07/2021,Pfizer/BioNTech,6229844
1028,Chile,27/07/2021,Sinovac,18485347
1029,Chile,28/07/2021,CanSino,505879
1030,Chile,28/07/2021,Oxford/AstraZeneca,454362
1031,Chile,28/07/2021,Pfizer/BioNTech,6255430
1032,Chile,28/07/2021,Sinovac,18492451
1033,Chile,29/07/2021,CanSino,506358
1034,Chile,29/07/2021,Oxford/AstraZeneca,456008
1035,Chile,29/07/2021,Pfizer/BioNTech,6337754
1036,Chile,29/07/2021,Sinovac,18498342
1037,Chile,30/07/2021,CanSino,506633
1038,Chile,30/07/2021,Oxford/AstraZeneca,457642
1039,Chile,30/07/2021,Pfizer/BioNTech,6408326
1040,Chile,30/07/2021,Sinovac,18502661
1041,Chile,31/07/2021,CanSino,506645
